_id,index,stageIds,gameId,createdAt,data.chat,data.submitted,data.targets,data.payoffs,data.repNum,data.player_2kmtbTcHRHurrspLX_response,data.player_2kmtbTcHRHurrspLX_time,data.player_2kmtbTcHRHurrspLX_payoff,data.player_2kmtbTcHRHurrspLX_role,data.player_hgJpQRAv9sMrD6464_response,data.player_hgJpQRAv9sMrD6464_time,data.player_hgJpQRAv9sMrD6464_payoff,data.player_hgJpQRAv9sMrD6464_role,data.player_3XoD7AQvHu3avJ9Fo_response,data.player_3XoD7AQvHu3avJ9Fo_time,data.player_3XoD7AQvHu3avJ9Fo_payoff,data.player_3XoD7AQvHu3avJ9Fo_role,data.player_STXF4MBw6pAhpFQzR_response,data.player_STXF4MBw6pAhpFQzR_time,data.player_STXF4MBw6pAhpFQzR_payoff,data.player_STXF4MBw6pAhpFQzR_role,data.player_CabZtomiyfsZdYF9Q_response,data.player_CabZtomiyfsZdYF9Q_time,data.player_CabZtomiyfsZdYF9Q_payoff,data.player_CabZtomiyfsZdYF9Q_role,data.player_dhz4DnHhhaPYQNCay_response,data.player_dhz4DnHhhaPYQNCay_time,data.player_dhz4DnHhhaPYQNCay_payoff,data.player_dhz4DnHhhaPYQNCay_role,data.player_9d7wNGCZf54Nyvkts_response,data.player_9d7wNGCZf54Nyvkts_time,data.player_9d7wNGCZf54Nyvkts_payoff,data.player_9d7wNGCZf54Nyvkts_role,data.player_zDMEyFj4dThs4gzrp_response,data.player_zDMEyFj4dThs4gzrp_time,data.player_zDMEyFj4dThs4gzrp_payoff,data.player_zDMEyFj4dThs4gzrp_role,data.player_Doke7X7WNnFwHZP4E_response,data.player_Doke7X7WNnFwHZP4E_time,data.player_Doke7X7WNnFwHZP4E_payoff,data.player_Doke7X7WNnFwHZP4E_role,data.player_ekSbCaWp5aNMFarbX_response,data.player_ekSbCaWp5aNMFarbX_time,data.player_ekSbCaWp5aNMFarbX_payoff,data.player_ekSbCaWp5aNMFarbX_role
xCWhoPL3ZKv3z6ydZ,8,"r5s8kcJaRL5aa7Riy,bn89pSkWikkLxjYc2",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072643205},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072643068}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":6}}",7,,,,,,,,,A,1780,0,p2,B,1916,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
9gGwR46zT3dbsFSut,9,"mLCrd54rQT9JiwoRJ,FDPdJSuBwhNfYyefE",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072655255},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072659886}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":7}}",8,,,,,,,,,B,2951,7,p2,B,7594,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
HhziAoxgu9abSLQQo,10,"qBcW9CzoN2M4rxqcp,HE7zfKgEd7NJjAyE2",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072664863},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072667936}",true,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":8}}",9,,,,,,,,,A,-1440,2,p2,A,1633,8,p1,,,,,,,,,,,,,,,,,,,,,,,,
DAzZN4epmbiLG2qqY,11,"uo5BoLgwB7DfvssA8,r2gPso3C4eaNrzgFK",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072675778},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072673403}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":6},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":6,""p2"":9}}",10,,,,,,,,,A,-899,6,p2,A,1476,9,p1,,,,,,,,,,,,,,,,,,,,,,,,
TPwL6m5ttiRE6MELZ,12,"va5zcoKy9aJXbydTb,gTgavdpapBKk9A45Z",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072682697},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072680497}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":3,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":3}}",11,,,,,,,,,B,-1890,3,p2,B,310,2,p1,,,,,,,,,,,,,,,,,,,,,,,,
E8w3W6SsqJnQ6npFT,13,"9GFQHPg93MS5inAyp,v2Nyomk64rxCW28Kj",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072687249},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072690101}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",12,,,,,,,,,A,-2060,3,p2,A,793,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
tvHFkWcABcn6zWf3q,14,"hGzfXfCg7txHkqhCc,85AknQxBWjo4QRtXv",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072696842},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072694345}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":8}}",13,,,,,,,,,B,-1966,0,p2,A,532,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
Fd3MPMsv2dFTzfxRW,15,"6X2jf7zRXKCn5dAih,czMXRMCuDWFvqt2ca",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072703923},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072702862}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":7}}",14,,,,,,,,,B,-454,0,p2,A,607,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
pLQoybpCt2sW5DsSS,16,"95Py63ySFcYJ8Mbrv,5rmrAnvipPcTffGKQ",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072713098},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072711835}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":9}}",15,,,,,,,,,A,-477,0,p2,B,786,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
szDSkrqj59qJ4jfGP,17,"qSJBCeRA4gDDTBBWH,Xr8uqpBiZzf4YDL4p",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072721925},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072720470}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":9}}",16,,,,,,,,,B,-852,9,p2,B,604,2,p1,,,,,,,,,,,,,,,,,,,,,,,,
EtBjjqR6asWce6Wbh,18,"j8xgYFDf25Q5Phtus,w9smrPK3oXJ5BM35T",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072729721},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072727150}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":9}}",17,,,,,,,,,A,-2168,0,p2,B,404,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
DW7So8EQxwK4CRweJ,19,"FscJznQprgoo3jejN,ywce9L4KFuixeDhzZ",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072737084},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072734437}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/orange-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":5}}",18,,,,,,,,,A,-1890,4,p2,A,759,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
xfLgEeWjXnxxox5aH,20,"NQWYgm5n5TYvBxHjj,Esg2fj4ja4zixToBA",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072741419},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072744325}",true,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":8}}",19,,,,,,,,,B,-1916,0,p2,A,991,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
Fr4b8sgB85PMrW7PB,21,"JNJxBPy4u5zQJyrwN,Msoconh4tE2WcRn3r",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072749114},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072751905}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/purple-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":4}}",20,,,,,,,,,B,-2222,0,p2,A,570,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
52onKTYQZ4mk2JkrJ,22,"W53dffSX45RHaiD5m,sFLv6rTra84ihbTE2",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072760072},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072757887}",true,"{""image"":""/experiment/green-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",21,,,,,,,,,B,-449,5,p2,B,1736,3,p1,,,,,,,,,,,,,,,,,,,,,,,,
Ra6vgc6Ww43mixgHs,23,"ZWAabESm4wsdWyWEQ,DnjHJKBTry9a7Q5Zo",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072768141},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072765730}",true,"{""image"":""/experiment/blue-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":5}}",22,,,,,,,,,A,-1613,4,p2,A,797,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
iZjQ4aD7PzADpi5iT,24,"6MSMbK7F2qLBaG9q6,v8HLAtemxbyg6JdQ2",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072773041},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072776986}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":7}}",23,,,,,,,,,B,-2305,0,p2,A,1640,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
tZfySsLESfbEa6x7x,25,"tKGmAEgFKbiQoocpw,TZR3hZiLJ6cYHqcSA",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072781375},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072784851}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/yellow-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":7}}",24,,,,,,,,,A,-1972,0,p2,B,1505,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
WxHKqP7Gjjujjr6qE,26,"5n6bXKPZ4CnCyz7Df,LnxW94Xu6RLh3cxWT",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072791831},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072790210}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":8}}",25,,,,,,,,,B,-1146,0,p2,A,475,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
zmECWz6fE8G8G6QYM,27,"oqemoDrDNsnWuBgq7,h9FCBDH7fHMZHS47p",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072800259},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072798018}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":5}}",26,,,,,,,,,A,-1398,3,p2,A,843,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
TJfdGb2EWD45NetHi,28,"XNkmFfkNi8SuPGvtx,ScKnXGbMFN5FR3bP6",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072808654},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072807633}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":4},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":4,""p2"":9}}",27,,,,,,,,,B,268,9,p2,B,1289,4,p1,,,,,,,,,,,,,,,,,,,,,,,,
NigKbXiTSosLTTNCq,29,"co5Be9xe6JxiZQFKa,HGyKo8Rgu7khNwcaW",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072817803},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072815803}",true,"{""image"":""/experiment/purple-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":8}}",28,,,,,,,,,B,-1557,8,p2,B,443,5,p1,,,,,,,,,,,,,,,,,,,,,,,,
WpP4v7Pg2cRfmcjTZ,30,"z9n3quyrWpvPBmSHq,QeuA2C3fejaaEfGk6",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072826041},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072824982}",true,"{""image"":""/experiment/aqua-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":6,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":6}}",29,,,,,,,,,A,-382,0,p2,B,676,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
39HBTebMaZJDpH7v5,31,"NTZ3pfwsr9aqGz2Br,cLQ7Eah647CMqwXtG",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072835047},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072833636}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/green-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":8,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":8}}",30,,,,,,,,,A,-739,0,p2,B,672,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
qatT79ZbEggKaQBAx,32,"u6zw7EZbt7S9Q2TkH,mCkt77KgNz7X9WATd",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072843986},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072841525}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":7},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":7,""p2"":9}}",31,,,,,,,,,A,-1847,7,p2,A,615,9,p1,,,,,,,,,,,,,,,,,,,,,,,,
QPyMJgHZ4XASbJ9qS,33,"5vx4B3thySaRoSwRH,fXKYdFJN5a7gfoRuM",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072848356},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072851250}",true,"{""image"":""/experiment/yellow-crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":7}}",32,,,,,,,,,B,-2023,0,p2,A,870,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
PkxdFfZhz3YN7YPjK,34,"KCB8t2tXiMeAWDqhN,i6AmKFLvvP4PoX7jH",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072857618},{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072855098}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":5,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":5}}",33,,,,,,,,,B,-2284,0,p2,A,237,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
TXNLuymGZiim9ryX6,35,"BPkNJvhkePF6aS5KG,vSMDkmsn8f946boE5",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072862479},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072865241}",true,"{""image"":""/experiment/orange-crate.jpeg"",""label"":""A""},{""image"":""/experiment/blue-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":7,""p2"":2},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":2,""p2"":7}}",34,,,,,,,,,A,-1902,2,p2,A,861,7,p1,,,,,,,,,,,,,,,,,,,,,,,,
kgNNoALjtTee27BGQ,36,"8GkcJbCaYJ2FfNk3z,NbsoLagvkqb2h28Zz",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072869862},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072872695}",true,"{""image"":""/experiment/crate.jpeg"",""label"":""A""},{""image"":""/experiment/pink-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":9,""p2"":5},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":5,""p2"":9}}",35,,,,,,,,,B,-1526,0,p2,A,1308,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
RkLLZGFNyX2DJuiYx,37,"odj4uxn3PccbpwwS8,sNfxutahNZkmr4ynE",ayRiqvCEhCCSxAnS2,2021-12-09T17:52:45Z,"{""text"":null,""playerId"":""3XoD7AQvHu3avJ9Fo"",""role"":""p2"",""type"":""selectionAlert"",""time"":1639072877255},{""text"":null,""playerId"":""STXF4MBw6pAhpFQzR"",""role"":""p1"",""type"":""selectionAlert"",""time"":1639072881403}",true,"{""image"":""/experiment/pink-crate.jpeg"",""label"":""A""},{""image"":""/experiment/aqua-crate.jpeg"",""label"":""B""}","{""AA"":{""p1"":4,""p2"":3},""AB"":{""p1"":0,""p2"":0},""BA"":{""p1"":0,""p2"":0},""BB"":{""p1"":3,""p2"":4}}",36,,,,,,,,,B,-2130,0,p2,A,2019,0,p1,,,,,,,,,,,,,,,,,,,,,,,,
